,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_bracket
474,45,Self-emp-not-inc,258718,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,Japan,<=50K
475,46,Private,198546,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
476,65,Private,298215,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,54,United-States,<=50K
477,37,Private,174789,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,45,United-States,<=50K
478,33,Private,279129,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
479,23,Private,171327,11th,7,Never-married,?,Not-in-family,White,Female,0,0,10,United-States,<=50K
480,32,Private,176917,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
481,56,Private,178353,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K
482,29,Private,167515,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
483,33,Private,194096,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
484,34,Private,54243,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
485,25,Private,196342,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,<=50K
486,59,Private,122453,10th,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
487,26,Private,29573,Assoc-acdm,12,Never-married,Exec-managerial,Unmarried,White,Female,0,0,45,England,<=50K
488,44,Private,185013,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
489,26,Private,334009,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,0,15,United-States,<=50K
490,20,Private,105106,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
491,20,Private,67365,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
492,32,Private,194096,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
493,55,State-gov,357145,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
494,36,Private,50341,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
495,21,?,149770,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K
496,51,State-gov,218955,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
497,18,Private,37778,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
498,20,Private,200928,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,0,0,6,United-States,<=50K
499,26,Private,22463,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
500,36,Private,191327,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
501,20,Private,140686,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
502,31,Private,367984,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
503,38,Private,112368,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
504,41,Private,173476,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,>50K
505,20,Private,89735,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50K
506,41,Private,100192,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
507,27,Private,315321,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
508,32,Private,258450,10th,6,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,25,United-States,<=50K
509,20,Private,112507,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
510,29,Private,166626,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,0,0,35,United-States,<=50K
511,36,Private,99872,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,<=50K
512,23,Private,456236,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
513,18,Private,81667,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
514,21,Private,180985,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
515,39,Private,236873,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
516,34,Local-gov,201127,Assoc-voc,11,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
517,43,Self-emp-not-inc,348152,9th,5,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0,0,60,United-States,<=50K
518,26,Private,139127,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
519,32,Private,169127,Prof-school,15,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,50,China,<=50K
520,57,Self-emp-not-inc,200603,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
521,55,Self-emp-not-inc,94042,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
522,29,Private,141663,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
523,58,Self-emp-not-inc,296450,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,<=50K
524,52,Private,194897,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,45,United-States,<=50K
525,28,Private,155659,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
526,28,Self-emp-inc,47353,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States,>50K
527,47,Self-emp-not-inc,222548,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
528,43,?,186815,11th,7,Divorced,?,Unmarried,White,Female,0,0,25,United-States,<=50K
529,43,Private,39363,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,?,<=50K
530,34,Self-emp-not-inc,207246,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,>50K
531,47,Self-emp-inc,194561,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
532,57,Self-emp-not-inc,196827,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,>50K
533,54,Self-emp-not-inc,49797,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,<=50K
534,36,Self-emp-not-inc,174581,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K
535,49,Private,204682,1st-4th,2,Divorced,Farming-fishing,Unmarried,Black,Male,0,0,40,Japan,<=50K
536,40,Private,206206,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K
537,21,?,238184,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
538,29,?,246862,Some-college,10,Married-civ-spouse,?,Own-child,White,Female,0,0,40,Italy,<=50K
539,28,?,245274,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
540,33,State-gov,367655,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
541,36,Private,104824,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,35,United-States,<=50K
542,33,Private,164190,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
543,25,Private,186991,10th,6,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
544,59,?,35023,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
545,33,Self-emp-not-inc,310283,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
546,43,Self-emp-not-inc,76767,12th,8,Separated,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,<=50K
547,46,Self-emp-not-inc,167919,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,16,United-States,>50K
548,57,Self-emp-not-inc,414141,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
549,38,Self-emp-not-inc,350985,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,>50K
550,39,Private,439263,Masters,14,Separated,Prof-specialty,Not-in-family,White,Male,0,0,50,Peru,<=50K
551,36,Private,220115,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
552,35,Private,69333,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
553,19,Private,193371,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
554,31,Private,193815,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
555,31,Private,345051,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,Mexico,<=50K
556,63,Private,140986,10th,6,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States,<=50K
557,61,Private,274198,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Mexico,>50K
558,27,Private,123727,Masters,14,Divorced,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
559,21,Private,102821,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,Mexico,<=50K
560,33,Private,478315,Some-college,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,38,United-States,<=50K
561,35,Private,113466,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
562,25,Private,200136,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
563,42,Private,195803,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
564,20,Private,305474,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
565,26,Self-emp-inc,33088,Bachelors,13,Separated,Adm-clerical,Unmarried,White,Male,15024,0,35,United-States,>50K
566,24,Private,196643,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,50,United-States,<=50K
567,42,Private,136873,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
568,26,Private,381153,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
569,25,Private,282680,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
570,45,Local-gov,244095,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
571,28,Private,126132,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
572,34,Private,166961,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
573,47,?,141663,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,2001,40,United-States,<=50K
574,26,Private,159550,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
575,20,Private,162344,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,50,United-States,<=50K
576,62,?,280093,Bachelors,13,Widowed,?,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
577,31,Private,159039,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,36,United-States,>50K
578,81,Private,584024,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,7688,0,55,United-States,>50K
579,31,Private,189197,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
580,31,Local-gov,113838,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
581,20,Private,264148,HS-grad,9,Never-married,Tech-support,Own-child,Black,Female,0,0,10,United-States,<=50K
582,50,Private,27100,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,White,Female,0,0,67,United-States,<=50K
583,41,Private,116279,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,1055,0,84,United-States,<=50K
584,24,Private,207662,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,48,United-States,<=50K
585,28,Private,206947,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
586,49,Federal-gov,188774,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,40,United-States,>50K
587,36,Federal-gov,255847,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
588,62,Self-emp-inc,480400,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,<=50K
589,19,Local-gov,129573,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
590,32,Self-emp-inc,198759,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,>50K
591,18,Private,291968,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,50,United-States,<=50K
592,46,Self-emp-not-inc,109001,10th,6,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K
593,20,Private,280422,Prof-school,15,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,48,China,<=50K
594,37,Self-emp-not-inc,50065,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
595,40,Self-emp-not-inc,253062,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
596,52,Self-emp-not-inc,105866,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,1669,40,United-States,<=50K
597,27,Self-emp-inc,36397,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,1485,40,United-States,<=50K
598,42,Self-emp-not-inc,141085,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
599,44,Private,31037,10th,6,Separated,?,Unmarried,White,Female,0,0,35,United-States,<=50K
600,18,Private,195516,11th,7,Never-married,Sales,Own-child,White,Male,0,0,10,United-States,<=50K
601,51,Self-emp-not-inc,184077,Some-college,10,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K
602,31,?,214858,11th,7,Separated,?,Unmarried,White,Female,0,0,55,Mexico,<=50K
603,54,Private,177181,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,50,United-States,<=50K
604,35,Private,149210,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
605,55,Private,185070,Bachelors,13,Widowed,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
606,40,Private,172538,10th,6,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,>50K
607,30,Private,219902,Some-college,10,Widowed,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
608,29,Private,206520,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
609,24,Private,154083,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
610,28,Private,209022,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,15024,0,45,United-States,>50K
611,37,Private,55237,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,1977,40,United-States,>50K
612,18,?,717634,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
613,50,Private,317647,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,>50K
614,39,Private,188905,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
615,48,Private,29778,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
616,24,?,416745,7th-8th,4,Never-married,?,Not-in-family,White,Female,0,0,32,United-States,<=50K
617,37,Private,174486,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,55,Jamaica,<=50K
618,23,?,104559,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
619,46,Private,642830,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,40,United-States,>50K
620,62,Private,179735,10th,6,Widowed,Other-service,Not-in-family,White,Female,0,1590,30,United-States,<=50K
621,18,Private,44464,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,0,1672,40,United-States,<=50K
622,30,Private,174425,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
623,64,Private,854293,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,45,United-States,>50K
624,46,Local-gov,151159,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
625,48,Private,257621,Bachelors,13,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,>50K
626,24,Private,133144,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K
627,59,Local-gov,216853,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
628,37,Local-gov,201682,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,15,United-States,>50K
629,50,Private,44172,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
630,52,Local-gov,143266,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
631,48,Private,73321,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,>50K
632,72,Private,205337,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
633,33,Private,199915,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K
634,27,Private,184682,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,20,United-States,<=50K
635,47,Private,131288,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
636,42,Local-gov,24395,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,44,United-States,>50K
637,28,?,344492,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,>50K
638,64,Private,64807,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
639,25,Private,307310,Bachelors,13,Never-married,Craft-repair,Other-relative,White,Male,0,0,50,United-States,<=50K
640,57,Private,240063,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
641,22,Private,31409,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,1672,40,United-States,<=50K
642,61,State-gov,228320,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
643,62,Private,33860,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
644,45,Private,196643,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
645,53,Private,339346,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
646,38,Private,194723,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,50,United-States,>50K
647,55,Private,64307,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
648,36,Private,20120,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2174,0,52,United-States,<=50K
649,44,Private,40390,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,60,United-States,>50K
650,29,Private,403921,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
651,33,Private,36385,Some-college,10,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,20,United-States,<=50K
652,31,?,189888,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,10,United-States,<=50K
653,46,Local-gov,62020,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,50,United-States,<=50K
654,21,Private,75024,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,Canada,<=50K
655,30,Private,102130,11th,7,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,20,United-States,<=50K
656,32,Private,267012,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
657,43,Private,193012,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,45,United-States,>50K
658,50,Private,159159,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,>50K
659,60,Local-gov,190228,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
660,53,Private,194897,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
661,18,Private,264244,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
662,25,Private,101355,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
663,26,Private,178551,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K
664,21,Private,138107,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
665,29,Private,70598,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
666,21,Private,225454,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
667,43,Private,1284040,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,>50K
668,69,Private,146042,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,United-States,<=50K
669,47,Private,159603,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,>50K
670,26,Private,128354,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K
671,35,Local-gov,174474,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Peru,>50K
672,57,Private,117676,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
673,27,Private,337064,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
674,35,Private,120535,Assoc-voc,11,Divorced,Tech-support,Own-child,White,Female,0,0,6,United-States,<=50K
675,37,Private,176260,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
676,43,Private,111884,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
677,45,Private,473748,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
678,24,Private,180686,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
679,71,Federal-gov,120985,Bachelors,13,Widowed,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
680,46,Private,241300,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
681,21,Private,40200,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
682,34,Private,67365,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
683,74,Private,700538,Some-college,10,Widowed,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
684,29,Private,63910,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
685,61,Local-gov,83375,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1669,35,United-States,<=50K
686,23,Private,193298,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,60,United-States,<=50K
687,34,Private,45817,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
688,26,Local-gov,209460,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,<=50K
689,26,Private,194096,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
690,42,Private,178142,Masters,14,Widowed,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
691,20,Private,175804,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,4064,0,45,United-States,<=50K
692,28,Private,114937,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,<=50K
693,29,Private,174545,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
694,49,Self-emp-not-inc,93766,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,60,United-States,>50K
695,62,Private,86643,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,20,United-States,<=50K
696,23,Private,202683,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,20,United-States,<=50K
697,29,Self-emp-not-inc,31044,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
698,35,Self-emp-not-inc,424478,7th-8th,4,Divorced,Farming-fishing,Unmarried,White,Male,0,0,50,United-States,<=50K
699,42,Self-emp-inc,33842,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K
700,30,Self-emp-inc,126569,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1977,40,United-States,>50K
701,54,Self-emp-not-inc,223231,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Puerto-Rico,>50K
702,60,Self-emp-not-inc,368739,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
703,33,Self-emp-not-inc,77009,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
704,73,Local-gov,185057,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,70,United-States,>50K
705,34,Private,213296,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
706,38,Private,187119,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,United-States,<=50K
707,40,Self-emp-inc,254907,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,>50K
708,54,Self-emp-inc,80511,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,>50K
709,31,Private,30408,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
710,27,Self-emp-not-inc,198660,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
711,58,Self-emp-not-inc,245075,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
